asset_key,asset_id,asset_directory,upscale_run,upscale_state,selected_run,qa_state,qa_evidence,installation_state,installation_receipt,release_state,release_candidate,notes
icon:SPCL721C,icons:icon-spcl721c,icons/ressources/SPCL721C,,not-started,,not-assessed,,not-installed,,not-evaluated,,
icon:SPCL731C,icons:icon-spcl731c,icons/ressources/SPCL731C,,not-started,,not-assessed,,not-installed,,not-evaluated,,
icon:SPCL741C,icons:icon-spcl741c,icons/ressources/SPCL741C,,not-started,,not-assessed,,not-installed,,not-evaluated,,
icon:SPCL811C,icons:icon-spcl811c,icons/ressources/SPCL811C,,not-started,,not-assessed,,not-installed,,not-evaluated,,
icon:SPCL815B,icons:icon-spcl815b,icons/ressources/SPCL815B,,not-started,,not-assessed,,not-installed,,not-evaluated,,
icon:SPCL815C,icons:icon-spcl815c,icons/ressources/SPCL815C,,not-started,,not-assessed,,not-installed,,not-evaluated,,
icon:SPCL820C,icons:icon-spcl820c,icons/ressources/SPCL820C,,not-started,,not-assessed,,not-installed,,not-evaluated,,
icon:SPCL900B,icons:icon-spcl900b,icons/ressources/SPCL900B,,not-started,,not-assessed,,not-installed,,not-evaluated,,
icon:SPCL936C,icons:icon-spcl936c,icons/ressources/SPCL936C,,not-started,,not-assessed,,not-installed,,not-evaluated,,
icon:SPCL937C,icons:icon-spcl937c,icons/ressources/SPCL937C,,not-started,,not-assessed,,not-installed,,not-evaluated,,
icon:SPCL938C,icons:icon-spcl938c,icons/ressources/SPCL938C,,not-started,,not-assessed,,not-installed,,not-evaluated,,
icon:SPCL940C,icons:icon-spcl940c,icons/ressources/SPCL940C,,not-started,,not-assessed,,not-installed,,not-evaluated,,
icon:SPCL941C,icons:icon-spcl941c,icons/ressources/SPCL941C,,not-started,,not-assessed,,not-installed,,not-evaluated,,
icon:SPDD03C,icons:icon-spdd03c,icons/ressources/SPDD03C,,not-started,,not-assessed,,not-installed,,not-evaluated,,
icon:SPDWD02C,icons:icon-spdwd02c,icons/ressources/SPDWD02C,,not-started,,not-assessed,,not-installed,,not-evaluated,,
icon:SPENBARB,icons:icon-spenbarb,icons/ressources/SPENBARB,,not-started,,not-assessed,,not-installed,,not-evaluated,,
icon:SPIN107B,icons:icon-spin107b,icons/ressources/SPIN107B,,not-started,,not-assessed,,not-installed,,not-evaluated,,
icon:SPIN110B,icons:icon-spin110b,icons/ressources/SPIN110B,,not-started,,not-assessed,,not-installed,,not-evaluated,,
icon:SPIN111B,icons:icon-spin111b,icons/ressources/SPIN111B,,not-started,,not-assessed,,not-installed,,not-evaluated,,
icon:SPIN117B,icons:icon-spin117b,icons/ressources/SPIN117B,,not-started,,not-assessed,,not-installed,,not-evaluated,,
icon:SPIN117C,icons:icon-spin117c,icons/ressources/SPIN117C,,not-started,,not-assessed,,not-installed,,not-evaluated,,
icon:SPIN152B,icons:icon-spin152b,icons/ressources/SPIN152B,,not-started,,not-assessed,,not-installed,,not-evaluated,,
icon:SPIN153B,icons:icon-spin153b,icons/ressources/SPIN153B,,not-started,,not-assessed,,not-installed,,not-evaluated,,
icon:SPIN154B,icons:icon-spin154b,icons/ressources/SPIN154B,,not-started,,not-assessed,,not-installed,,not-evaluated,,
icon:SPIN155B,icons:icon-spin155b,icons/ressources/SPIN155B,,not-started,,not-assessed,,not-installed,,not-evaluated,,
icon:SPIN156B,icons:icon-spin156b,icons/ressources/SPIN156B,,not-started,,not-assessed,,not-installed,,not-evaluated,,
icon:SPIN157B,icons:icon-spin157b,icons/ressources/SPIN157B,,not-started,,not-assessed,,not-installed,,not-evaluated,,
icon:SPIN160B,icons:icon-spin160b,icons/ressources/SPIN160B,,not-started,,not-assessed,,not-installed,,not-evaluated,,
icon:SPIN758B,icons:icon-spin758b,icons/ressources/SPIN758B,,not-started,,not-assessed,,not-installed,,not-evaluated,,
icon:SPIN822,icons:icon-spin822,icons/ressources/SPIN822,,not-started,,not-assessed,,not-installed,,not-evaluated,,
icon:SPIN829B,icons:icon-spin829b,icons/ressources/SPIN829B,,not-started,,not-assessed,,not-installed,,not-evaluated,,
icon:SPPR101C,icons:icon-sppr101c,icons/ressources/SPPR101C,,not-started,,not-assessed,,not-installed,,not-evaluated,,
icon:SPPR102C,icons:icon-sppr102c,icons/ressources/SPPR102C,,not-started,,not-assessed,,not-installed,,not-evaluated,,
icon:SPPR103C,icons:icon-sppr103c,icons/ressources/SPPR103C,,not-started,,not-assessed,,not-installed,,not-evaluated,,
icon:SPPR104C,icons:icon-sppr104c,icons/ressources/SPPR104C,,not-started,,not-assessed,,not-installed,,not-evaluated,,
icon:SPPR105C,icons:icon-sppr105c,icons/ressources/SPPR105C,,not-started,,not-assessed,,not-installed,,not-evaluated,,
icon:SPPR106C,icons:icon-sppr106c,icons/ressources/SPPR106C,,not-started,,not-assessed,,not-installed,,not-evaluated,,
icon:SPPR107C,icons:icon-sppr107c,icons/ressources/SPPR107C,,not-started,,not-assessed,,not-installed,,not-evaluated,,
icon:SPPR108C,icons:icon-sppr108c,icons/ressources/SPPR108C,,not-started,,not-assessed,,not-installed,,not-evaluated,,
icon:SPPR109C,icons:icon-sppr109c,icons/ressources/SPPR109C,,not-started,,not-assessed,,not-installed,,not-evaluated,,
icon:SPPR110C,icons:icon-sppr110c,icons/ressources/SPPR110C,,not-started,,not-assessed,,not-installed,,not-evaluated,,
icon:SPPR111B,icons:icon-sppr111b,icons/ressources/SPPR111B,,not-started,,not-assessed,,not-installed,,not-evaluated,,
icon:SPPR111C,icons:icon-sppr111c,icons/ressources/SPPR111C,,not-started,,not-assessed,,not-installed,,not-evaluated,,
icon:SPPR113C,icons:icon-sppr113c,icons/ressources/SPPR113C,,not-started,,not-assessed,,not-installed,,not-evaluated,,
icon:SPPR150C,icons:icon-sppr150c,icons/ressources/SPPR150C,,not-started,,not-assessed,,not-installed,,not-evaluated,,
icon:SPPR201C,icons:icon-sppr201c,icons/ressources/SPPR201C,,not-started,,not-assessed,,not-installed,,not-evaluated,,
icon:SPPR202C,icons:icon-sppr202c,icons/ressources/SPPR202C,,not-started,,not-assessed,,not-installed,,not-evaluated,,
icon:SPPR203C,icons:icon-sppr203c,icons/ressources/SPPR203C,,not-started,,not-assessed,,not-installed,,not-evaluated,,
icon:SPPR204C,icons:icon-sppr204c,icons/ressources/SPPR204C,,not-started,,not-assessed,,not-installed,,not-evaluated,,
icon:SPPR205C,icons:icon-sppr205c,icons/ressources/SPPR205C,,not-started,,not-assessed,,not-installed,,not-evaluated,,
icon:SPPR206C,icons:icon-sppr206c,icons/ressources/SPPR206C,,not-started,,not-assessed,,not-installed,,not-evaluated,,
icon:SPPR207C,icons:icon-sppr207c,icons/ressources/SPPR207C,,not-started,,not-assessed,,not-installed,,not-evaluated,,
icon:SPPR208C,icons:icon-sppr208c,icons/ressources/SPPR208C,,not-started,,not-assessed,,not-installed,,not-evaluated,,
icon:SPPR209C,icons:icon-sppr209c,icons/ressources/SPPR209C,,not-started,,not-assessed,,not-installed,,not-evaluated,,
icon:SPPR210C,icons:icon-sppr210c,icons/ressources/SPPR210C,,not-started,,not-assessed,,not-installed,,not-evaluated,,
icon:SPPR211C,icons:icon-sppr211c,icons/ressources/SPPR211C,,not-started,,not-assessed,,not-installed,,not-evaluated,,
icon:SPPR212C,icons:icon-sppr212c,icons/ressources/SPPR212C,,not-started,,not-assessed,,not-installed,,not-evaluated,,
icon:SPPR213C,icons:icon-sppr213c,icons/ressources/SPPR213C,,not-started,,not-assessed,,not-installed,,not-evaluated,,
icon:SPPR214C,icons:icon-sppr214c,icons/ressources/SPPR214C,,not-started,,not-assessed,,not-installed,,not-evaluated,,
icon:SPPR250C,icons:icon-sppr250c,icons/ressources/SPPR250C,,not-started,,not-assessed,,not-installed,,not-evaluated,,
icon:SPPR301B,icons:icon-sppr301b,icons/ressources/SPPR301B,,not-started,,not-assessed,,not-installed,,not-evaluated,,
icon:SPPR301C,icons:icon-sppr301c,icons/ressources/SPPR301C,,not-started,,not-assessed,,not-installed,,not-evaluated,,
icon:SPPR302C,icons:icon-sppr302c,icons/ressources/SPPR302C,,not-started,,not-assessed,,not-installed,,not-evaluated,,
icon:SPPR303C,icons:icon-sppr303c,icons/ressources/SPPR303C,,not-started,,not-assessed,,not-installed,,not-evaluated,,
icon:SPPR304C,icons:icon-sppr304c,icons/ressources/SPPR304C,,not-started,,not-assessed,,not-installed,,not-evaluated,,
icon:SPPR305C,icons:icon-sppr305c,icons/ressources/SPPR305C,,not-started,,not-assessed,,not-installed,,not-evaluated,,
icon:SPPR306C,icons:icon-sppr306c,icons/ressources/SPPR306C,,not-started,,not-assessed,,not-installed,,not-evaluated,,
icon:SPPR307C,icons:icon-sppr307c,icons/ressources/SPPR307C,,not-started,,not-assessed,,not-installed,,not-evaluated,,
icon:SPPR308C,icons:icon-sppr308c,icons/ressources/SPPR308C,,not-started,,not-assessed,,not-installed,,not-evaluated,,
icon:SPPR309C,icons:icon-sppr309c,icons/ressources/SPPR309C,,not-started,,not-assessed,,not-installed,,not-evaluated,,
icon:SPPR310C,icons:icon-sppr310c,icons/ressources/SPPR310C,,not-started,,not-assessed,,not-installed,,not-evaluated,,
icon:SPPR311C,icons:icon-sppr311c,icons/ressources/SPPR311C,,not-started,,not-assessed,,not-installed,,not-evaluated,,
icon:SPPR312C,icons:icon-sppr312c,icons/ressources/SPPR312C,,not-started,,not-assessed,,not-installed,,not-evaluated,,
icon:SPPR313C,icons:icon-sppr313c,icons/ressources/SPPR313C,,not-started,,not-assessed,,not-installed,,not-evaluated,,
icon:SPPR314B,icons:icon-sppr314b,icons/ressources/SPPR314B,,not-started,,not-assessed,,not-installed,,not-evaluated,,
icon:SPPR314C,icons:icon-sppr314c,icons/ressources/SPPR314C,,not-started,,not-assessed,,not-installed,,not-evaluated,,
icon:SPPR315C,icons:icon-sppr315c,icons/ressources/SPPR315C,,not-started,,not-assessed,,not-installed,,not-evaluated,,
icon:SPPR317C,icons:icon-sppr317c,icons/ressources/SPPR317C,,not-started,,not-assessed,,not-installed,,not-evaluated,,
icon:SPPR318C,icons:icon-sppr318c,icons/ressources/SPPR318C,,not-started,,not-assessed,,not-installed,,not-evaluated,,
icon:SPPR319C,icons:icon-sppr319c,icons/ressources/SPPR319C,,not-started,,not-assessed,,not-installed,,not-evaluated,,
icon:SPPR350C,icons:icon-sppr350c,icons/ressources/SPPR350C,,not-started,,not-assessed,,not-installed,,not-evaluated,,
icon:SPPR401C,icons:icon-sppr401c,icons/ressources/SPPR401C,,not-started,,not-assessed,,not-installed,,not-evaluated,,
icon:SPPR402C,icons:icon-sppr402c,icons/ressources/SPPR402C,,not-started,,not-assessed,,not-installed,,not-evaluated,,
icon:SPPR403C,icons:icon-sppr403c,icons/ressources/SPPR403C,,not-started,,not-assessed,,not-installed,,not-evaluated,,
icon:SPPR404C,icons:icon-sppr404c,icons/ressources/SPPR404C,,not-started,,not-assessed,,not-installed,,not-evaluated,,
icon:SPPR405C,icons:icon-sppr405c,icons/ressources/SPPR405C,,not-started,,not-assessed,,not-installed,,not-evaluated,,
icon:SPPR406C,icons:icon-sppr406c,icons/ressources/SPPR406C,,not-started,,not-assessed,,not-installed,,not-evaluated,,
icon:SPPR407C,icons:icon-sppr407c,icons/ressources/SPPR407C,,not-started,,not-assessed,,not-installed,,not-evaluated,,
icon:SPPR408C,icons:icon-sppr408c,icons/ressources/SPPR408C,,not-started,,not-assessed,,not-installed,,not-evaluated,,
icon:SPPR409C,icons:icon-sppr409c,icons/ressources/SPPR409C,,not-started,,not-assessed,,not-installed,,not-evaluated,,
icon:SPPR410C,icons:icon-sppr410c,icons/ressources/SPPR410C,,not-started,,not-assessed,,not-installed,,not-evaluated,,
icon:SPPR411C,icons:icon-sppr411c,icons/ressources/SPPR411C,,not-started,,not-assessed,,not-installed,,not-evaluated,,
icon:SPPR412C,icons:icon-sppr412c,icons/ressources/SPPR412C,,not-started,,not-assessed,,not-installed,,not-evaluated,,
icon:SPPR413C,icons:icon-sppr413c,icons/ressources/SPPR413C,,not-started,,not-assessed,,not-installed,,not-evaluated,,
icon:SPPR414C,icons:icon-sppr414c,icons/ressources/SPPR414C,,not-started,,not-assessed,,not-installed,,not-evaluated,,
icon:SPPR415C,icons:icon-sppr415c,icons/ressources/SPPR415C,,not-started,,not-assessed,,not-installed,,not-evaluated,,
icon:SPPR416C,icons:icon-sppr416c,icons/ressources/SPPR416C,,not-started,,not-assessed,,not-installed,,not-evaluated,,
icon:SPPR417A,icons:icon-sppr417a,icons/ressources/SPPR417A,,not-started,,not-assessed,,not-installed,,not-evaluated,,
icon:SPPR417C,icons:icon-sppr417c,icons/ressources/SPPR417C,,not-started,,not-assessed,,not-installed,,not-evaluated,,
icon:SPPR450C,icons:icon-sppr450c,icons/ressources/SPPR450C,,not-started,,not-assessed,,not-installed,,not-evaluated,,
icon:SPPR501C,icons:icon-sppr501c,icons/ressources/SPPR501C,,not-started,,not-assessed,,not-installed,,not-evaluated,,
icon:SPPR502C,icons:icon-sppr502c,icons/ressources/SPPR502C,,not-started,,not-assessed,,not-installed,,not-evaluated,,
icon:SPPR503C,icons:icon-sppr503c,icons/ressources/SPPR503C,,not-started,,not-assessed,,not-installed,,not-evaluated,,
icon:SPPR504C,icons:icon-sppr504c,icons/ressources/SPPR504C,,not-started,,not-assessed,,not-installed,,not-evaluated,,
icon:SPPR506C,icons:icon-sppr506c,icons/ressources/SPPR506C,,not-started,,not-assessed,,not-installed,,not-evaluated,,
icon:SPPR507C,icons:icon-sppr507c,icons/ressources/SPPR507C,,not-started,,not-assessed,,not-installed,,not-evaluated,,
icon:SPPR508C,icons:icon-sppr508c,icons/ressources/SPPR508C,,not-started,,not-assessed,,not-installed,,not-evaluated,,
icon:SPPR509C,icons:icon-sppr509c,icons/ressources/SPPR509C,,not-started,,not-assessed,,not-installed,,not-evaluated,,
icon:SPPR510C,icons:icon-sppr510c,icons/ressources/SPPR510C,,not-started,,not-assessed,,not-installed,,not-evaluated,,
icon:SPPR511C,icons:icon-sppr511c,icons/ressources/SPPR511C,,not-started,,not-assessed,,not-installed,,not-evaluated,,
icon:SPPR512C,icons:icon-sppr512c,icons/ressources/SPPR512C,,not-started,,not-assessed,,not-installed,,not-evaluated,,
icon:SPPR513C,icons:icon-sppr513c,icons/ressources/SPPR513C,,not-started,,not-assessed,,not-installed,,not-evaluated,,
icon:SPPR514C,icons:icon-sppr514c,icons/ressources/SPPR514C,,not-started,,not-assessed,,not-installed,,not-evaluated,,
icon:SPPR515C,icons:icon-sppr515c,icons/ressources/SPPR515C,,not-started,,not-assessed,,not-installed,,not-evaluated,,
icon:SPPR516C,icons:icon-sppr516c,icons/ressources/SPPR516C,,not-started,,not-assessed,,not-installed,,not-evaluated,,
icon:SPPR517C,icons:icon-sppr517c,icons/ressources/SPPR517C,,not-started,,not-assessed,,not-installed,,not-evaluated,,
icon:SPPR550C,icons:icon-sppr550c,icons/ressources/SPPR550C,,not-started,,not-assessed,,not-installed,,not-evaluated,,
icon:SPPR601C,icons:icon-sppr601c,icons/ressources/SPPR601C,,not-started,,not-assessed,,not-installed,,not-evaluated,,
icon:SPPR602C,icons:icon-sppr602c,icons/ressources/SPPR602C,,not-started,,not-assessed,,not-installed,,not-evaluated,,
icon:SPPR603C,icons:icon-sppr603c,icons/ressources/SPPR603C,,not-started,,not-assessed,,not-installed,,not-evaluated,,
icon:SPPR604C,icons:icon-sppr604c,icons/ressources/SPPR604C,,not-started,,not-assessed,,not-installed,,not-evaluated,,
icon:SPPR605C,icons:icon-sppr605c,icons/ressources/SPPR605C,,not-started,,not-assessed,,not-installed,,not-evaluated,,
icon:SPPR606C,icons:icon-sppr606c,icons/ressources/SPPR606C,,not-started,,not-assessed,,not-installed,,not-evaluated,,
icon:SPPR607C,icons:icon-sppr607c,icons/ressources/SPPR607C,,not-started,,not-assessed,,not-installed,,not-evaluated,,
icon:SPPR608C,icons:icon-sppr608c,icons/ressources/SPPR608C,,not-started,,not-assessed,,not-installed,,not-evaluated,,
icon:SPPR609C,icons:icon-sppr609c,icons/ressources/SPPR609C,,not-started,,not-assessed,,not-installed,,not-evaluated,,
icon:SPPR610C,icons:icon-sppr610c,icons/ressources/SPPR610C,,not-started,,not-assessed,,not-installed,,not-evaluated,,
icon:SPPR611C,icons:icon-sppr611c,icons/ressources/SPPR611C,,not-started,,not-assessed,,not-installed,,not-evaluated,,
icon:SPPR612C,icons:icon-sppr612c,icons/ressources/SPPR612C,,not-started,,not-assessed,,not-installed,,not-evaluated,,
icon:SPPR613C,icons:icon-sppr613c,icons/ressources/SPPR613C,,not-started,,not-assessed,,not-installed,,not-evaluated,,
icon:SPPR614C,icons:icon-sppr614c,icons/ressources/SPPR614C,,not-started,,not-assessed,,not-installed,,not-evaluated,,
icon:SPPR650C,icons:icon-sppr650c,icons/ressources/SPPR650C,,not-started,,not-assessed,,not-installed,,not-evaluated,,
icon:SPPR701C,icons:icon-sppr701c,icons/ressources/SPPR701C,,not-started,,not-assessed,,not-installed,,not-evaluated,,
icon:SPPR702C,icons:icon-sppr702c,icons/ressources/SPPR702C,,not-started,,not-assessed,,not-installed,,not-evaluated,,
icon:SPPR703C,icons:icon-sppr703c,icons/ressources/SPPR703C,,not-started,,not-assessed,,not-installed,,not-evaluated,,
icon:SPPR704C,icons:icon-sppr704c,icons/ressources/SPPR704C,,not-started,,not-assessed,,not-installed,,not-evaluated,,
icon:SPPR705C,icons:icon-sppr705c,icons/ressources/SPPR705C,,not-started,,not-assessed,,not-installed,,not-evaluated,,
icon:SPPR707C,icons:icon-sppr707c,icons/ressources/SPPR707C,,not-started,,not-assessed,,not-installed,,not-evaluated,,
icon:SPPR708C,icons:icon-sppr708c,icons/ressources/SPPR708C,,not-started,,not-assessed,,not-installed,,not-evaluated,,
icon:SPPR710C,icons:icon-sppr710c,icons/ressources/SPPR710C,,not-started,,not-assessed,,not-installed,,not-evaluated,,
icon:SPPR711C,icons:icon-sppr711c,icons/ressources/SPPR711C,,not-started,,not-assessed,,not-installed,,not-evaluated,,
icon:SPPR712C,icons:icon-sppr712c,icons/ressources/SPPR712C,,not-started,,not-assessed,,not-installed,,not-evaluated,,
icon:SPPR713C,icons:icon-sppr713c,icons/ressources/SPPR713C,,not-started,,not-assessed,,not-installed,,not-evaluated,,
icon:SPPR715C,icons:icon-sppr715c,icons/ressources/SPPR715C,,not-started,,not-assessed,,not-installed,,not-evaluated,,
icon:SPPR717C,icons:icon-sppr717c,icons/ressources/SPPR717C,,not-started,,not-assessed,,not-installed,,not-evaluated,,
icon:SPPR718A,icons:icon-sppr718a,icons/ressources/SPPR718A,,not-started,,not-assessed,,not-installed,,not-evaluated,,
icon:SPPR718C,icons:icon-sppr718c,icons/ressources/SPPR718C,,not-started,,not-assessed,,not-installed,,not-evaluated,,
icon:SPPR719A,icons:icon-sppr719a,icons/ressources/SPPR719A,,not-started,,not-assessed,,not-installed,,not-evaluated,,
icon:SPPR719C,icons:icon-sppr719c,icons/ressources/SPPR719C,,not-started,,not-assessed,,not-installed,,not-evaluated,,
icon:SPPR720A,icons:icon-sppr720a,icons/ressources/SPPR720A,,not-started,,not-assessed,,not-installed,,not-evaluated,,
icon:SPPR720C,icons:icon-sppr720c,icons/ressources/SPPR720C,,not-started,,not-assessed,,not-installed,,not-evaluated,,
icon:SPPR721C,icons:icon-sppr721c,icons/ressources/SPPR721C,,not-started,,not-assessed,,not-installed,,not-evaluated,,
icon:SPPR722C,icons:icon-sppr722c,icons/ressources/SPPR722C,,not-started,,not-assessed,,not-installed,,not-evaluated,,
icon:SPPR723C,icons:icon-sppr723c,icons/ressources/SPPR723C,,not-started,,not-assessed,,not-installed,,not-evaluated,,
icon:SPPR724C,icons:icon-sppr724c,icons/ressources/SPPR724C,,not-started,,not-assessed,,not-installed,,not-evaluated,,
icon:SPPR725C,icons:icon-sppr725c,icons/ressources/SPPR725C,,not-started,,not-assessed,,not-installed,,not-evaluated,,
icon:SPPR726C,icons:icon-sppr726c,icons/ressources/SPPR726C,,not-started,,not-assessed,,not-installed,,not-evaluated,,
icon:SPPR727C,icons:icon-sppr727c,icons/ressources/SPPR727C,,not-started,,not-assessed,,not-installed,,not-evaluated,,
icon:SPPR728C,icons:icon-sppr728c,icons/ressources/SPPR728C,,not-started,,not-assessed,,not-installed,,not-evaluated,,
icon:SPPR729C,icons:icon-sppr729c,icons/ressources/SPPR729C,,not-started,,not-assessed,,not-installed,,not-evaluated,,
icon:SPPR730C,icons:icon-sppr730c,icons/ressources/SPPR730C,,not-started,,not-assessed,,not-installed,,not-evaluated,,
icon:SPPR731C,icons:icon-sppr731c,icons/ressources/SPPR731C,,not-started,,not-assessed,,not-installed,,not-evaluated,,
icon:SPPR732C,icons:icon-sppr732c,icons/ressources/SPPR732C,,not-started,,not-assessed,,not-installed,,not-evaluated,,
icon:SPPR750C,icons:icon-sppr750c,icons/ressources/SPPR750C,,not-started,,not-assessed,,not-installed,,not-evaluated,,
icon:SPPR751C,icons:icon-sppr751c,icons/ressources/SPPR751C,,not-started,,not-assessed,,not-installed,,not-evaluated,,
icon:SPSD02C,icons:icon-spsd02c,icons/ressources/SPSD02C,,not-started,,not-assessed,,not-installed,,not-evaluated,,
icon:SPWI101C,icons:icon-spwi101c,icons/ressources/SPWI101C,,not-started,,not-assessed,,not-installed,,not-evaluated,,
icon:SPWI102C,icons:icon-spwi102c,icons/ressources/SPWI102C,,not-started,,not-assessed,,not-installed,,not-evaluated,,
icon:SPWI103C,icons:icon-spwi103c,icons/ressources/SPWI103C,,not-started,,not-assessed,,not-installed,,not-evaluated,,
icon:SPWI104C,icons:icon-spwi104c,icons/ressources/SPWI104C,,not-started,,not-assessed,,not-installed,,not-evaluated,,
icon:SPWI105C,icons:icon-spwi105c,icons/ressources/SPWI105C,,not-started,,not-assessed,,not-installed,,not-evaluated,,
icon:SPWI106B,icons:icon-spwi106b,icons/ressources/SPWI106B,,not-started,,not-assessed,,not-installed,,not-evaluated,,
icon:SPWI106C,icons:icon-spwi106c,icons/ressources/SPWI106C,,not-started,,not-assessed,,not-installed,,not-evaluated,,
icon:SPWI107C,icons:icon-spwi107c,icons/ressources/SPWI107C,,not-started,,not-assessed,,not-installed,,not-evaluated,,
icon:SPWI108C,icons:icon-spwi108c,icons/ressources/SPWI108C,,not-started,,not-assessed,,not-installed,,not-evaluated,,
icon:SPWI110C,icons:icon-spwi110c,icons/ressources/SPWI110C,,not-started,,not-assessed,,not-installed,,not-evaluated,,
icon:SPWI111C,icons:icon-spwi111c,icons/ressources/SPWI111C,,not-started,,not-assessed,,not-installed,,not-evaluated,,
icon:SPWI112C,icons:icon-spwi112c,icons/ressources/SPWI112C,,not-started,,not-assessed,,not-installed,,not-evaluated,,
icon:SPWI113C,icons:icon-spwi113c,icons/ressources/SPWI113C,,not-started,,not-assessed,,not-installed,,not-evaluated,,
icon:SPWI114C,icons:icon-spwi114c,icons/ressources/SPWI114C,,not-started,,not-assessed,,not-installed,,not-evaluated,,
icon:SPWI115C,icons:icon-spwi115c,icons/ressources/SPWI115C,,not-started,,not-assessed,,not-installed,,not-evaluated,,
icon:SPWI116C,icons:icon-spwi116c,icons/ressources/SPWI116C,,not-started,,not-assessed,,not-installed,,not-evaluated,,
icon:SPWI117B,icons:icon-spwi117b,icons/ressources/SPWI117B,,not-started,,not-assessed,,not-installed,,not-evaluated,,
icon:SPWI117C,icons:icon-spwi117c,icons/ressources/SPWI117C,,not-started,,not-assessed,,not-installed,,not-evaluated,,
icon:SPWI118C,icons:icon-spwi118c,icons/ressources/SPWI118C,,not-started,,not-assessed,,not-installed,,not-evaluated,,
icon:SPWI119C,icons:icon-spwi119c,icons/ressources/SPWI119C,,not-started,,not-assessed,,not-installed,,not-evaluated,,
icon:SPWI120A,icons:icon-spwi120a,icons/ressources/SPWI120A,,not-started,,not-assessed,,not-installed,,not-evaluated,,
icon:SPWI120C,icons:icon-spwi120c,icons/ressources/SPWI120C,,not-started,,not-assessed,,not-installed,,not-evaluated,,
icon:SPWI123A,icons:icon-spwi123a,icons/ressources/SPWI123A,,not-started,,not-assessed,,not-installed,,not-evaluated,,
icon:SPWI123C,icons:icon-spwi123c,icons/ressources/SPWI123C,,not-started,,not-assessed,,not-installed,,not-evaluated,,
icon:SPWI124C,icons:icon-spwi124c,icons/ressources/SPWI124C,,not-started,,not-assessed,,not-installed,,not-evaluated,,
icon:SPWI125A,icons:icon-spwi125a,icons/ressources/SPWI125A,,not-started,,not-assessed,,not-installed,,not-evaluated,,
icon:SPWI125C,icons:icon-spwi125c,icons/ressources/SPWI125C,,not-started,,not-assessed,,not-installed,,not-evaluated,,
icon:SPWI201B,icons:icon-spwi201b,icons/ressources/SPWI201B,,not-started,,not-assessed,,not-installed,,not-evaluated,,
icon:SPWI201C,icons:icon-spwi201c,icons/ressources/SPWI201C,,not-started,,not-assessed,,not-installed,,not-evaluated,,
icon:SPWI202C,icons:icon-spwi202c,icons/ressources/SPWI202C,,not-started,,not-assessed,,not-installed,,not-evaluated,,
icon:SPWI203C,icons:icon-spwi203c,icons/ressources/SPWI203C,,not-started,,not-assessed,,not-installed,,not-evaluated,,
icon:SPWI204C,icons:icon-spwi204c,icons/ressources/SPWI204C,,not-started,,not-assessed,,not-installed,,not-evaluated,,
icon:SPWI205C,icons:icon-spwi205c,icons/ressources/SPWI205C,,not-started,,not-assessed,,not-installed,,not-evaluated,,
icon:SPWI206C,icons:icon-spwi206c,icons/ressources/SPWI206C,,not-started,,not-assessed,,not-installed,,not-evaluated,,
icon:SPWI207C,icons:icon-spwi207c,icons/ressources/SPWI207C,,not-started,,not-assessed,,not-installed,,not-evaluated,,
icon:SPWI208C,icons:icon-spwi208c,icons/ressources/SPWI208C,,not-started,,not-assessed,,not-installed,,not-evaluated,,
icon:SPWI209C,icons:icon-spwi209c,icons/ressources/SPWI209C,,not-started,,not-assessed,,not-installed,,not-evaluated,,
icon:SPWI210C,icons:icon-spwi210c,icons/ressources/SPWI210C,,not-started,,not-assessed,,not-installed,,not-evaluated,,
icon:SPWI211C,icons:icon-spwi211c,icons/ressources/SPWI211C,,not-started,,not-assessed,,not-installed,,not-evaluated,,
icon:SPWI212B,icons:icon-spwi212b,icons/ressources/SPWI212B,,not-started,,not-assessed,,not-installed,,not-evaluated,,
icon:SPWI212C,icons:icon-spwi212c,icons/ressources/SPWI212C,,not-started,,not-assessed,,not-installed,,not-evaluated,,
icon:SPWI213C,icons:icon-spwi213c,icons/ressources/SPWI213C,,not-started,,not-assessed,,not-installed,,not-evaluated,,
icon:SPWI214C,icons:icon-spwi214c,icons/ressources/SPWI214C,,not-started,,not-assessed,,not-installed,,not-evaluated,,
icon:SPWI215C,icons:icon-spwi215c,icons/ressources/SPWI215C,,not-started,,not-assessed,,not-installed,,not-evaluated,,
icon:SPWI217C,icons:icon-spwi217c,icons/ressources/SPWI217C,,not-started,,not-assessed,,not-installed,,not-evaluated,,
icon:SPWI218B,icons:icon-spwi218b,icons/ressources/SPWI218B,,not-started,,not-assessed,,not-installed,,not-evaluated,,
icon:SPWI218C,icons:icon-spwi218c,icons/ressources/SPWI218C,,not-started,,not-assessed,,not-installed,,not-evaluated,,
icon:SPWI219C,icons:icon-spwi219c,icons/ressources/SPWI219C,,not-started,,not-assessed,,not-installed,,not-evaluated,,
icon:SPWI220A,icons:icon-spwi220a,icons/ressources/SPWI220A,,not-started,,not-assessed,,not-installed,,not-evaluated,,
icon:SPWI220C,icons:icon-spwi220c,icons/ressources/SPWI220C,,not-started,,not-assessed,,not-installed,,not-evaluated,,
icon:SPWI221A,icons:icon-spwi221a,icons/ressources/SPWI221A,,not-started,,not-assessed,,not-installed,,not-evaluated,,
